용어,설명
"주력체 [主力體, Main Body]",선단으로 지정되지 않았으나 군함 또는 항공기 호송을 받는 전투함 및 해군 보조함 집단 또는 단일함.
"지휘통제품목 [指揮統制品目, Command Control Item]",규제품목 또는 통제품목을 망라하고 각급 지휘관이 필요에 의거 품목을 추가하여 특별할당을 요하는 품목으로서 지휘통제품에 관한 리스트 및 청구절차를 하달하는 품목.
"탐색 공격단대 [探索攻擊團隊, Search Attack Unit]","잠수함을 탐색, 격파시키기 위한 전술적 단위로서 별도로 조직되거나 어떤 진형으로부터 분리 파견된 1척 혹은 수척의 함정들로 구성되기도 하고 항공기로써 보완할 수도 있음."
"통합화력통제체제 [統合火力統制體制, Integrated Fire Control Systems]","주로 전자기계장치의 보조 전자수단을 사용하여 표적의 획득, 제원계산 및 교전통제의 기능을 수행하는 체제."
"항공통제관 [航空統制官, Air Controller]","담당지역 내의 작전을 위해서 할당된 항공기를 통제(무선, 레이더, 기타 수단으로)할 임무를 수행할 수 있도록 특별히 훈련된 요원. 임무에 따라 항공교통통제관, 항공화기통제관, 전술항공통제관을 구분됨."
"해군항공통제체계 [海軍航空統制體系, Naval Air Control System]","해군의 전술지원 체계로서 해군관련 전술항공작전에 대한 제반업무를 협조, 조정, 평가 및 처리하는 기구이며, 공군과 계속적인 정보교환이 가능토록 편성된 조직. 해군항공통제체계는 해군의 해상작전 전반을 지휘통제하는 해군작전사령부(구성군사령부)와 책임구역내 해상작전요소를 작전통제하는 함대사령부의 작전상황실을 핵심으로 전구항공..."
"복좌 [複座, recuperation]","반동 후 사격위치로 돌아가는 표의 전방운동으로, 주퇴부분의 일부로서 주퇴부분이 본래의 사격위치로 돌아오는 마지막 순간을 조정하며, 운동부분을 원활하게 하여 속도를 감소시켜 충격에 의한 파괴를 방지하는 장치."
"성층 [成層, Layering]","약간의 교란운동과 온화한 바람이 경미할 때 지면과 공기 하부층의 마찰은 표면에 접근됨에 따라 점차 풍속의 감소를 일으키며, 그 결과로서 구름 전단의 지면에 가까운 공기는 오염되지 않으며, 한편 수미터 상층의 공기는 하나의 층을 이루며 심히 오염되는데, 이러한 현상을 성층이라 함."
"수복지역 [收復地域, Reclaimed Area]","적에 의하여 점령되어 있다가 아군 또는 우방국에 의하여 적을 축출하고 탈환된 지역이며, 국내법의 적용이 가능하도록 적용범위가 확대된 지역. 그러나 한국의 경우는 해방과 동시에 타의에 의해 분단된 북한지역은 회복하여야 할 우리의 국토임."
"심수통과능력 [深水通過能力, Deep Fording Capability]",하천장애물을 통과하기 위하여 차체 내에 방수장치를 갖춘 또는 특수한 방수장구를 장비한 자주포 또는 차량의 통과능력.
"자동수평유지 [自動水平維持, automatic levelling]","가로, 세로로 흔들리는 항공기를 수평비행자세로 되돌리는 비행관제 체제의 한 특성."
"전쟁대비 수리부속 [戰爭對備修理附屬, War Readiness Spare Kit]",전시에 비행대대가 모기지에서 타 기지로 전개될 시 30일간의 항공작전 임무수행을 지원하는 데 소요되는 부속품을 평시에 확보 비축하는 품목과 수량을 말함.
"전투능력 [戰鬪能力, combat efficiency]",전투서열의 분석요소로서 적군의 능력과 전투의 질을 설명하는 데 사용하는 용어.
"전투행동반경 [戰鬪行動半徑, Combat Radius]","특정한 전투장비, 자재, 인원 등을 탑재한 군용기가 특정한 비행제원(엔진출력, 속도, 고도 등)에 의하여 어떤 전장에 진출하여 소정의 전투행동(전투기의 경우 최대전투 출력으로 5분간) 후 다시 같은 경로를 되돌아올 수 있는 최대 진출거리."
"제한표적 [制限標的, Limited Targets]","정보수집이나 장차 우군작전에 대한 가치를 지닌 표적으로서 일정기간 동안 작전적 상황이 변화될 때까지는 공격이 불가능한 표적으로 주요교량, 방송국, 발전소 등임."
"지상속력 [地上速力, ground speed]","지구 표면에 대한 우주기, 항공기, 함선의 속도 같은 힘의 수평성분으로서 비행한 두 지점 간의 거리를 비행시간으로 나눈 수치에 해당함."
"지표 [地標, Land Mark]",좌표로 지상에서 정확하게 결정할 수 있는 자연적 또는 인공적 식별물로서 지도상에 나타난 표지.
"직접항공지원본부 [直接航空支援本部, Direct Air Support Center]",상륙작전중 육상화력지원본부 근처에 설치되는 최초의 중요 항공통제기구로서 근접항공지원 및 돌격지원작전의 상륙부대를 지원하기 위한 전구항공통제본부 예하의 항공통제기구.
"질식작용제 [窒息作用劑, Chohing Agent]","주로 보호되지 않은 사람의 기관, 코, 인후, 폐에 손상을 주는 화학작용제로서 심한 경우에는 폐에 액체가 충만하여 산소 결핍으로 질식 사망하게 됨. 증상은 두통, 현기증, 호흡곤란, 가슴의 압박감 등을 느끼며 치료법은 야전에서는 치료약이 없음."
"집결지 [集結地, Assembly Area]","부대가 차후 행동을 준비하기 위하여 집결하는 장소로 명령하달, 전투편성, 장차작전을 위한 훈련, 재급유 및 배보급, 정비 및 제독작업 급식 등의 활동을 실시하는 곳."
"차폐사격 [遮蔽射擊, Defilade Fire]",능선 또는 고지의 배사면에 위치하는 표적에 대하여 실시하는 사격.
"부대분배 [部隊分配, Unit Distribution]",보급품을 수령부대 지역에서 불출하는 것으로 이에 대한 수송은 보급품 불출기관에서 담당하는 보급품의 분배방법. 통상 전투부대가 기본임무에 전념할 수 있도록 상급부대에서 추진 지원하는 개념.
"비장갑차 [非裝甲車, truck]",전차부대의 사격 시 목표지시에 있어서 목표물의 성질을 나타내는 데 사용되는 용어.
"사풍 [斜風, quartering wind]","관측자와 표적선 사이에 비스듬히 비껴 부는 바람으로 통상 전풍과 측풍, 후풍과 측풍의 중간 방향에서 불어오는 바람임."
"상륙군사령관 [上陸軍司令官, Commander Landing Force]",상륙작전을 위한 최초지시서에 상륙군을 지휘하도록 임명된 상륙군의 최고선임지휘관.
"상륙전 계획수립 [上陸戰計劃樹立, Amphibious Planning]","상륙전 참가부대가 동시, 병행, 세부적인 것을 특징으로 하는 상륙작전을 위한 계획수립 과정."
"수상기 [水上機, maritime aircraft]","잠수함이나 선박 정찰용으로 특별히 설계되고 사용되는 보트식 항공기, 또는 지상에서 이착륙하는 항공기."
"양륙지휘대 [揚陸指揮隊, Beachmaster Unit]",증강된 1개 사단의 상륙작전을 지원할 능력이 있는 상륙군 지원부대(LFSP) 예하 해안단의 해군구성부대로서 상륙지원대의 예하 구성요소.
"임무 재진술 [任務再陳述, Restated Mission]",임무분석을 통해 도출된 작전목적과 식별된 명시과업. 염출된 추정과업을 계획지침에 포함하여 재 진술한 것으로 재 진술된 임무는 작전명령의 각 항목에 기술됨.
"전장 자동화 [戰場自動化, Battlefield Automation]","전장감시, 정보, 기동, 화력 등 모든 체계를 자동화하고 이들을 역시 자동화된 전술작전체제에 의해서 효율적으로 지휘, 통제하기 위한 것. 이를 위하여 고속 다기능이며, 고도의 편의성 및 신뢰성이 보장되는 자동화된 광범위한 통신수단이 수반되어야 함."
"제차식 진지변환 [悌次式 陣地變換, displace by echelon]","대대가 단일 진지변환을 할 수 없거나 화력지원이 최대한 요구되는 경우에 주로 실시하는 진지변환으로서 2:1, 1:2, 1:1:1방법이 있음."
"지명사 [指命射, At My Command]",정확한 발사시간의 조정을 원할 때 사용되는 명령.
"참조선 [參照線, Reference Line]",1. 방향 또는 방위각을 측정하기 위하여 참조하는 선. 2. 포병측지 분야에서는 방위각을 알고 있는 가시조준점까지의 선. 3. 방향측정의 기준이 되는 가시기지선.
"최후저지선 [最後沮止線, Final Protective Line]",아군 방어선이나 방어지역을 통과하기 위해 돌격해오는 적을 가용한 모든 수단을 이용하여 최종적으로 저지하기 위한 사전에 선정한 선. 이 선은 진지전면과 평행될 수도 있고 교차될 수도 있음.
"확보 [確保, Secure]",1. 공격시 부대를 사용하거나 또는 사용하지 않고 진지나 지형지물을 획득한 후 그곳에서 적에 의한 파괴나 손실활동을 방지하기 위하여 부대를 배치하는 것. 2. 방어시 진지 또는 특정지형을 획득하여 적의 파괴나 방해로부터 방호하고 이를 적에게 허용하지 않기 위하여 진지나 장벽 및 화력을 강력하게 계획하여 저항하는 것.
가로눈금 [Deflection scale],포의 조준기에 표시된 눈금.
"각개전투 [各個戰鬪, Individual combat]",각개 병사에게 전투부대의 일원으로 싸우고 생존하고 자신과 장비를 방호하며 전장에 적응하도록 각 개인의 전투력을 기초로 하는 전투기술.
"공중지휘통제본부 [空中指揮統制本部, Airborne Command Control Center]",항공기에 각종 통신장비를 탑재하고 작전요원이 탑승하여 작전기구들 간의 의사소통을 원활하게 하고 공군작전의 예비통제소 역할을 수행하는 기구.
"교통능력 [交通能力, traffic ability]",부대의 계속적인 이동을 유지하고 교통량을 유지할 수 있는 지형의 능력 및 한계.
"군기호위병 [軍旗護衛兵, color guard]",군기를 호위하는 의장대.
"군사보안 [軍事保安, Military Security]","적의 간첩행위, 관측, 파괴, 파업, 요란 및 기습으로부터 부대를 보호하기 위하여 취하는 제반활동."
"기지거리사격 [旣知距離射擊, known-distance firing]",화기로부터 목표까지의 거리를 알고 실시하는 연습사격.
"레이더 차폐 [-遮蔽, Radar Masking]",레이더가 공중공간에 빔을 방사할 때 지형지물이나 기타 장애물에 의하여 빔이 차단되어 표적이 탐지되지 못하는 상태. 레이더의 차폐를 최소화하기 위해 통상 높은 곳에 위치하고 경사도가 낮은 지형에 레이더 기지를 선정함.
"모비행기 [母飛行機, mother plane]",무선조종기를 조작하는 비행기.
"방위군사력 [防衛軍事力, defensive military might]",국방력의 유지에 있어서 방위력에 중점을 둔 군사력.
"방향포경감사 및 수정 [方向砲鏡監査-修正, panoramic telescope sighting and adjusting]",방향포경의 모든 가늠자의 '0'눈금을 지표에 일치시킨 후 방향포경의 수직 및 수평가늠선이 시험표적 상의 좌측 나비날개의 수직 및 수평가늠선과 일치하는지 점검하여 조정하는 조준감사 절차의 한 방법.
"병과 [兵科, branch]",육군의 직능에 따른 병종의 세부 구분.
"보급수준 [補給水準, Supply Level]","장차 수요를 예상하여 보유하도록 인가되거나 지시된 보급품 또는 물자의 양(量)이며, 이는 보급일수 또는 품목의 양으로 표시되고, 보급지원 시설부대에만 인가됨. 소분배계통의 보급수준에는 안전수준(S/L), 운용수준(O/L)과 발주 및 수송시간(OST) 등이 있음."
"분권화 통제 [分權化統制, Decentralized Control]",전술적 부대운용 권한을 예하부대 또는 타 부대에 위임함으로써 지휘권을 분리시키는 운용 방법. 예를 들면 추격시 포병은 통상 분권화 운용됨.
